Centroid: 0.0561502, -0.0370467, 1.21244
0.082757, -0.0238234, 1.21728
0.0541155, -0.0503482, 1.20856;
0.0426886, -0.0211662, 1.20617
0.0526347, -0.0589742, 1.21463;
0.0599211, -0.0595171, 1.21427
0.0601485, -0.0200881, 1.20754;
0.0606963, -0.0626623, 1.21481
0.0608287, -0.0236631, 1.20592;
0.0761442, -0.050877, 1.22078
0.0451825, -0.0734196, 1.23232;
