red_flat_piece_2mag.ply,0.230132,-0.194576,1.1979
pliers.ply,-0.0110219,-0.245896,1.17472
red_cylinder_magnetic.ply,0.0914903,-0.0236473,1.16408
screwdriver_large.ply,-0.369081,-0.229498,1.17214
