fyingpan_4_3dwh1.ply,-0.6046962327836962,0.05088443311235546,-0.25358412793166896,-0.13782364557930787,0.1604898160319764,-0.044302670740915207,0.06383409304267107,0.0007875937843412912,-0.023258809213796767,-0.0035695433100091933,-0.008605250961772129,0.007055155081569571
mug_3_3dwh1.ply,-0.027826149861669387,0.0546605107119817,0.5904701723271784,0.229225999573331,0.10612495368822181,0.10871633541976314,0.22541549981357623,-0.0554589189227861,-0.04311297170077562,-0.01434907957227316,0.002992238649809756,0.0014159484938114208
chineseknife_2_3dwh1.ply,-0.027630475836321992,-0.3536645411640752,0.03545987800713114,-0.05869990993868232,0.0019598701953515256,-0.03625492780584212,-0.0008864248646657692,0.0025799552189395003,0.01800933467225141,-0.004582344786195786,-0.01752702378301454,-0.023547925441680963
plate_1_3dwh1.ply,0.6496394970827497,0.4780520365128182,-0.015902468721948358,-0.13727422806496775,0.09813056458204346,-0.07501559346638578,-0.019454021984447414,0.051025492359541465,0.11968670065731485,-0.07597608432996195,0.02244433288442154,0.04127671495641201
rod1.ply,-0.0038681666726547836,-0.0022573977338400508,-0.15407458469756008,0.2828732998491823,0.3189275911251872,0.7124359630174477,-0.2565321062161605,0.22530301301718908,-0.019385652041787105,-0.12663373495405172,-0.12594049826156922,-0.009489626774788805
bowl_1_3dwh1.ply,0.6649276345984331,0.45403273531411703,0.011145459261987843,-0.1291728236408632,0.11531295064108049,-0.0803430808329819,-0.015286110978039344,0.069854477746536,0.0968179743889184,-0.05484556264796482,0.03449539721438298,0.03633051959509229
bottle_1_3dwh2.ply,-0.6424231316528466,0.28618434901396805,0.1364241246329945,0.051719855723920086,-0.24495490973733522,0.038661409197024,-0.08006764184015802,0.0013649492334042272,0.09135068822345185,-0.012489713573294474,0.03472247058363483,-0.09680753616450773
screwdriver_3_seg2.ply,0.4083905752762952,-0.19489636120065063,-0.2345533318029328,-0.054483496341318965,-0.1753076192748578,0.10117417305772744,0.03288564218257769,-0.04051227069676509,-0.06801251131209855,-0.03220320079897162,0.017767943744874268,0.023839326051769156
kitchenknife_5_3dwh1.ply,-0.019900203161211105,-0.4193197590132735,-0.06714371931073138,-0.05452075279877816,0.023051884404685835,-0.021811382300908674,0.012668666820859778,0.01008389747175992,0.048072966228921155,-0.010875367751154327,0.009210643578016365,-0.04353848459205241
coin1.ply,-0.44432736156598696,0.18390434886109522,0.2638010729217933,0.023672280168040544,-0.18655460191841686,-0.007659885295210032,-0.14641670806868629,-0.041092818680729976,0.002810314558551144,0.11869405813737266,-0.1217364197636022,-0.08084742912059405
tablefork_19_3dwh1.ply,0.6476469816723109,0.13562405637281366,-0.2791756536711076,-0.020312245132964687,-0.27864777194510165,0.1440195132455152,0.09031001541198692,-0.06685639927073612,-0.07539635127104118,-0.005672976386636677,0.03250480727581509,0.00020461245122414123
spoon_1_3dwh1.ply,-0.6323356575043995,0.12316997006614618,-0.28383684511084384,-0.12564151388961073,0.22196507480232924,-0.0607988763566725,0.12455106856507338,0.027469260477512625,0.017312928042229957,0.011273741438824134,0.03547150594222014,-0.03256787836645508
chopstick_5_3dwh1.ply,-0.6451243616206271,0.16597682212936726,-0.3157306999762389,-0.12327718589790501,0.22097259417449416,-0.011253918841645965,0.07090917947613581,-0.01109097777424612,-0.08746620342223317,-0.018381033100819816,0.0235095184129177,0.04286311454751775
spoon_4_3dwh1.ply,0.48876192588963624,0.020388292048520412,0.10987288821746531,-0.10480749740174541,-0.025781680181683735,-0.05384853646536969,0.00301045018968171,-0.05184393915249782,0.02072697127168567,-0.041489607410933965,-0.08827745220260759,0.041169992110544715
kitchenknife_5_3dwh3.ply,-0.017160634274170528,-0.3975465817207048,-0.06261829256301335,-0.05158069525282592,0.02277145806580721,-0.0012868771780352832,-0.030236554521058265,-0.01686882433941452,-0.008463965661449437,-0.002491510392577674,-0.0034212250064336123,-0.02196234417808082
spatula_1_3dwh1.ply,0.01809039109778951,-0.402517283541481,-0.1248010754846629,-0.05444517142649814,0.026301560773121197,0.015805325234216665,-0.022259156167365964,-0.0033957023815297093,-0.007417017361236955,-0.008942265457081586,0.04263743367010029,-0.047884418044713266
