0.087365,0.019028,0.013888,0.1,1,0,0,0,1,InputCloud1
0.093926,0.026422,0.008999,0.1,1,0,0,0,1,InputCloud4
0.034809,0.033382,0.013453,0.1,1,0,0,0,1,InputCloud5
0.0093679,0.019591,0.022558,0.88645,0.49482,-0.69751,0.2158,0,0,InputCloud8
