1,"[-0.168082867749, -0.0880964825861, 1.00437504426]"
4,"[-0.189742046742, 0.0555147830811, 0.914345716989]"
2,"[0.169778998987, -0.0850500820412, 0.990728439372]"
3,"[0.122682230432, 0.0806148317125, 0.892703743629]"
