action_part,grasp_part,attachment,geo_score,att_score
red_flat_piece_2mag.ply,wood_wheel.ply,None,5.831633e+01,Inf
red_flat_piece_2mag.ply,wood_wheel.ply,None,5.831633e+01,Inf
red_flat_piece_2mag.ply,wood_wheel.ply,None,5.831633e+01,Inf
pliers.ply,wood_wheel.ply,None,5.834333e+01,Inf
red_flat_piece_2mag.ply,pliers.ply,grasp,5.841876e+01,2.933700e-01
pliers.ply,red_cylinder_magnetic.ply,None,5.844606e+01,Inf
pliers.ply,red_cylinder_magnetic.ply,None,5.844606e+01,Inf
pliers.ply,red_cylinder_magnetic.ply,None,5.844606e+01,Inf
wood_wheel.ply,pliers.ply,grasp,5.859162e+01,2.459567e-01
wood_wheel.ply,pliers.ply,grasp,5.859162e+01,2.477735e-01
red_cylinder_magnetic.ply,pliers.ply,None,5.861637e+01,Inf
red_cylinder_magnetic.ply,pliers.ply,None,5.861637e+01,Inf
red_cylinder_magnetic.ply,wood_wheel.ply,None,5.862165e+01,Inf
red_cylinder_magnetic.ply,wood_wheel.ply,None,5.862165e+01,Inf
red_cylinder_magnetic.ply,wood_wheel.ply,None,5.862165e+01,Inf
red_flat_piece_2mag.ply,red_cylinder_magnetic.ply,magnetic,5.864237e+01,3.519658e-01
red_flat_piece_2mag.ply,red_cylinder_magnetic.ply,magnetic,5.864237e+01,3.324963e-01
red_flat_piece_2mag.ply,red_cylinder_magnetic.ply,magnetic,5.864237e+01,3.084956e-01
red_flat_piece_2mag.ply,red_cylinder_magnetic.ply,magnetic,5.864237e+01,2.890261e-01
wood_wheel.ply,red_cylinder_magnetic.ply,None,5.867846e+01,Inf
wood_wheel.ply,red_cylinder_magnetic.ply,None,5.867846e+01,Inf
wood_wheel.ply,red_cylinder_magnetic.ply,None,5.867846e+01,Inf
pliers.ply,red_flat_piece_2mag.ply,None,5.906111e+01,Inf
pliers.ply,red_flat_piece_2mag.ply,None,5.906111e+01,Inf
pliers.ply,red_flat_piece_2mag.ply,None,5.906111e+01,Inf
wood_wheel.ply,red_flat_piece_2mag.ply,None,5.921218e+01,Inf
wood_wheel.ply,red_flat_piece_2mag.ply,None,5.921218e+01,Inf
wood_wheel.ply,red_flat_piece_2mag.ply,None,5.921218e+01,Inf
red_cylinder_magnetic.ply,red_flat_piece_2mag.ply,magnetic,5.931990e+01,3.604110e-01
red_cylinder_magnetic.ply,red_flat_piece_2mag.ply,magnetic,5.931990e+01,3.326076e-01
red_cylinder_magnetic.ply,red_flat_piece_2mag.ply,magnetic,5.931990e+01,3.045706e-01
red_cylinder_magnetic.ply,red_flat_piece_2mag.ply,magnetic,5.931990e+01,2.767672e-01
